Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cardio,2023-09-10 08:51:04,false,"Cardio","0.00","761","03:02:09","96","125","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:01.32","2","0.0","--","--","--","--","--","--","--","--","00:00:00","03:02:09","577","602"
Walking,2023-09-08 11:06:21,false,"Denton County Walking","2.06","287","00:41:09","104","120","--","99","122","19:59","13:57","13","36","0.81","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:07.37","3","0.0","--","--","--","--","--","--","--","--","00:40:35","00:41:09","531","566"
Walking,2023-09-08 11:04:11,false,"Denton County Walking","0.00","1","00:00:11.3","85","87","--","108","111","--","20:15","--","--","0.22","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:11.30","1","0.0","--","--","--","--","--","--","--","--","00:00:11","00:00:11.3","577","577"
Cardio,2023-09-07 16:10:00,false,"Cardio","0.00","417","00:35:44","146","167","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","35:43.61","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:35:44","567","567"
Virtual Cycling,2023-09-07 08:15:39,false,"ROUVY - Colorado River | UTAH | USA","13.70","343","00:46:03","0","0","--","--","--","17.9","44.7","394","1,047","0.00","0.0","0.0","0","--","65","167","144","--","71.0","143","130","309","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","46:02.100","1","0.0","--","--","--","--","--","--","--","--","00:45:51","00:46:21","4,012","4,787"
Breathwork,2023-09-06 20:03:07,false,"Tranquility","--","--","00:11:03","89","106","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","106","0.0","5","4","6","50","0","50","38","86","00:00:00","00:11:03","--","--"
Walking,2023-09-06 11:55:08,false,"Irving Walking","1.05","148","00:20:41","108","123","--","109","120","19:38","15:32","72","36","0.75","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:56.63","2","0.0","--","--","--","--","--","--","--","--","00:20:40","00:20:41","449","485"
Breathwork,2023-09-06 07:32:21,false,"Tranquility","--","--","00:11:03","72","85","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","106","0.0","4","4","5","24","0","24","24","44","00:00:00","00:11:03","--","--"
Running,2023-09-05 10:31:51,false,"Denton County Running","3.18","481","00:47:40","135","173","--","126","174","15:00","8:46","56","66","0.85","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:34.70","4","0.0","--","--","--","--","--","--","--","--","00:47:31","00:47:40","545","577"
Walking,2023-09-04 12:58:10,false,"Dallas Walking","0.46","121","00:21:58","102","120","--","29","158","47:33","6:18","7","7","1.16","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","21:57.86","1","0.0","--","--","--","--","--","--","--","--","00:08:09","00:22:02","449","467"
Walking,2023-09-04 12:05:50,false,"Dallas Walking","0.42","78","00:23:26","81","102","--","13","113","55:11","19:42","--","--","2.30","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","23:26.43","1","0.0","--","--","--","--","--","--","--","--","00:03:46","00:23:26","463","484"
Walking,2023-09-04 10:27:54,false,"Dallas Walking","1.76","374","01:37:36","86","128","--","24","160","55:32","6:19","69","62","1.25","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","46:00.25","2","0.0","--","--","--","--","--","--","--","--","00:33:36","01:37:36","440","492"
Running,2023-09-01 10:06:13,false,"Denton County Running","3.61","553","00:57:49","133","171","--","117","178","16:00","9:39","59","62","0.86","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:12.33","4","0.0","--","--","--","--","--","--","--","--","00:55:43","00:57:49","537","580"
Walking,2023-08-31 10:24:40,false,"Denton County Walking","2.77","398","00:49:56","110","129","--","111","125","18:02","15:08","56","66","0.81","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:49.87","3","0.0","--","--","--","--","--","--","--","--","00:49:40","00:49:56","546","575"
Stand Up Paddleboarding,2023-08-26 13:40:18,false,"Denton County Stand Up Paddleboarding","0.31","244","00:35:48","119","143","--","--","--","--","3:15","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","405","0","0","0","--","0:00","0.0","0:00","No","35:47.100","1","0.0","--","--","--","--","--","--","--","--","00:06:33","00:35:51","--","--"
Cardio,2023-08-24 18:40:20,false,"Cardio","0.00","277","00:25:46","139","159","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","25:45.69","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:25:46","546","546"
Cardio,2023-08-24 18:18:19,false,"Cardio","0.00","180","00:21:40","121","151","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","21:39.51","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:21:40","546","546"
Cycling,2023-08-12 06:52:59,false,"Denton County Cycling","44.19","1,373","03:03:47","156","183","--","--","--","14.4","36.9","1,470","1,503","0.00","0.0","0.0","0","--","63","112","--","--","0.0","--","0","0","0.0","0.0","7811","0","0","0","--","0:00","75.2","0:00","No","03:03:47.03","1","96.8","--","--","--","--","--","--","--","--","03:02:52","04:05:18","461","697"
Cycling,2023-08-06 07:21:50,false,"Denton County Cycling","42.28","2,130","02:45:34","152","178","--","--","--","15.3","37.6","1,175","1,198","0.00","0.0","0.0","0","--","63","92","--","--","0.0","--","0","0","0.0","0.0","7780","0","0","0","--","0:00","77.0","0:00","No","02:45:34.37","1","87.8","--","--","--","--","--","--","--","--","02:45:16","02:52:05","649","881"
Treadmill Running,2023-07-19 07:58:15,false,"Treadmill Running","2.06","281","00:34:39","124","149","--","130","249","16:49","9:08","--","--","0.70","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","16:56.78","2","0.0","--","--","--","--","--","--","--","--","00:33:04","00:34:39","--","--"
Strength Training,2023-07-18 08:11:44,false,"Strength","0.00","138","00:25:17","108","133","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","179","16","0:00","0.0","0:00","No","25:16.91","1","0.0","--","--","--","--","--","--","--","--","00:10:15","00:25:21","--","--"
Treadmill Running,2023-07-18 07:41:24,false,"Treadmill Running","1.66","221","00:29:21","118","143","--","130","158","17:41","10:29","--","--","0.88","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:44.28","3","0.0","--","--","--","--","--","--","--","--","00:28:47","00:29:21","--","--"
Strength Training,2023-07-14 08:32:19,false,"Strength","0.00","47","00:13:21","93","113","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","101","10","0:00","0.0","0:00","No","13:20.82","1","0.0","--","--","--","--","--","--","--","--","00:06:03.4","00:13:21","--","--"
Strength Training,2023-07-14 08:31:20,false,"Strength","0.00","3","00:00:43.3","93","99","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","14","1","0:00","0.0","0:00","No","00:43.33","1","0.0","--","--","--","--","--","--","--","--","00:00:43.3","00:00:43.3","--","--"
Virtual Cycling,2023-07-13 11:29:49,false,"ROUVY - Colorado River | UTAH | USA","13.95","345","00:47:20","140","165","--","--","--","17.7","44.7","404","1,062","0.00","0.0","0.0","0","--","56","124","157","--","86.0","151","127","585","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","47:19.100","1","0.0","--","--","--","--","--","--","--","--","00:47:20","00:47:24","4,012","4,787"
Running,2023-07-09 08:42:05,false,"Denton County Running","3.50","513","00:52:07","124","169","--","126","180","14:54","0:32","43","105","0.86","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","08:33.30","4","0.0","--","--","--","--","--","--","--","--","00:52:07","00:52:07","503","579"
Strength Training,2023-07-05 12:23:35,false,"Strength","0.00","97","00:15:20","115","160","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","140","12","0:00","0.0","0:00","No","15:20.33","1","0.0","--","--","--","--","--","--","--","--","00:07:37.2","00:15:27","--","--"
Treadmill Running,2023-07-05 11:43:12,false,"Treadmill Running","2.26","330","00:36:22","130","165","--","128","160","16:05","10:34","--","--","0.66","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","17:45.02","2","0.0","--","--","--","--","--","--","--","--","00:34:34","00:36:22","--","--"
Walking,2023-07-04 09:27:26,false,"Denton County Walking","0.60","63","00:35:05","0","0","--","19","159","58:03","20:59","7","7","1.45","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","35:04.95","1","0.0","--","--","--","--","--","--","--","--","00:13:14","00:35:05","553","574"
Cardio,2023-07-01 08:42:55,false,"Cardio","0.00","675","02:25:39","102","147","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:25:38.55","1","0.0","--","--","--","--","--","--","--","--","00:00:00","02:25:39","575","577"
Breathwork,2023-06-30 21:02:22,false,"Tranquility","--","--","00:11:03","82","108","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","106","0.0","4","3","4","-26","88","62","61","90","00:00:00","00:11:03","--","--"
Cycling,2023-06-30 08:06:10,false,"Denton County Cycling","35.54","1,980","02:16:22","162","181","--","--","--","15.6","30.6","1,033","1,043","0.00","0.0","0.0","0","--","69","105","--","--","0.0","--","0","0","0.0","0.0","7230","0","0","0","--","0:00","84.2","0:00","No","02:16:22.16","1","93.2","--","--","--","--","--","--","--","--","02:15:42","02:28:40","412","621"
Strength Training,2023-06-29 12:44:20,false,"Strength","0.00","169","00:36:23","102","122","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","194","17","0:00","0.0","0:00","No","36:22.83","1","0.0","--","--","--","--","--","--","--","--","00:11:34","00:38:29","--","--"
Treadmill Running,2023-06-29 12:05:15,false,"Treadmill Running","1.35","228","00:26:21","128","163","--","121","157","19:30","13:11","--","--","0.68","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:49.60","2","0.0","--","--","--","--","--","--","--","--","00:25:33","00:26:21","--","--"
Cycling,2023-06-23 11:57:37,false,"Denton County Cycling","18.88","981","01:08:32","156","179","--","--","--","16.5","25.8","236","289","0.00","0.0","0.0","0","--","66","97","--","--","0.0","--","0","0","0.0","0.0","3753","0","0","0","--","0:00","80.6","0:00","No","01:08:31.92","1","102.2","--","--","--","--","--","--","--","--","01:08:11","01:14:28","480","583"
Strength Training,2023-06-22 16:05:42,false,"Strength","0.00","125","00:23:08","109","122","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","220","18","0:00","0.0","0:00","No","23:07.68","1","0.0","--","--","--","--","--","--","--","--","00:12:24","00:23:13","--","--"
Treadmill Running,2023-06-22 15:47:29,false,"Treadmill Running","1.01","150","00:15:42","128","155","--","138","160","15:37","12:40","--","--","0.74","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:04.03","2","0.0","--","--","--","--","--","--","--","--","00:15:35","00:15:42","--","--"
Treadmill Running,2023-06-20 11:17:08,false,"Treadmill Running","3.24","433","00:55:47","125","162","--","132","245","17:13","9:02","--","--","0.69","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:17.43","4","0.0","--","--","--","--","--","--","--","--","00:53:25","00:55:47","--","--"
Strength Training,2023-06-20 11:00:15,false,"Strength","0.00","55","00:15:11","92","114","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","92","8","0:00","0.0","0:00","No","15:10.54","1","0.0","--","--","--","--","--","--","--","--","00:05:16.9","00:15:20","--","--"
Stand Up Paddleboarding,2023-06-18 13:15:09,false,"Denton County Stand Up Paddleboarding","0.34","54","00:09:01.5","109","119","--","--","--","26:29","10:36","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","246","0","0","0","--","0:00","0.0","0:00","No","09:01.46","1","0.0","--","--","--","--","--","--","--","--","00:07:58","00:11:05","--","--"
Virtual Cycling,2023-06-17 11:34:22,false,"Vietnam - the awesome Ha Long Bay","17.49","503","01:01:19","144","166","--","--","--","17.1","38.2","269","201","0.00","0.0","0.0","0","--","70","124","157","--","112.0","154","143","464","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:01:19.00","1","0.0","--","--","--","--","--","--","--","--","01:01:19","01:01:19","11","146"
Treadmill Running,2023-06-14 12:01:33,false,"Treadmill Running","0.02","5","00:00:36.8","120","124","--","85","156","33:17","13:57","--","--","0.57","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:36.81","1","0.0","--","--","--","--","--","--","--","--","00:00:21","00:00:36.8","--","--"
Treadmill Running,2023-06-14 11:26:06,false,"Treadmill Running","2.00","286","00:34:29","124","154","--","134","165","17:15","12:11","--","--","0.75","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:45.42","3","0.0","--","--","--","--","--","--","--","--","00:32:55","00:34:29","--","--"
Cardio,2023-06-14 11:12:45,false,"Cardio","0.00","54","00:12:09","95","114","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","12:08.69","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:12:09","570","570"
Virtual Cycling,2023-06-13 15:57:04,false,"The Best of Sydney","11.22","403","00:46:51","154","176","--","--","--","14.4","37.7","673","543","0.00","0.0","0.0","0","--","63","146","171","--","101.0","163","150","447","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","46:51.00","1","0.0","--","--","--","--","--","--","--","--","00:46:48","00:47:01","20","168"
Treadmill Running,2023-06-12 11:49:29,false,"Treadmill Running","1.68","187","00:27:21","114","143","--","129","163","16:17","12:02","--","--","0.76","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:12.15","2","0.0","--","--","--","--","--","--","--","--","00:26:39","00:27:21","--","--"
Breathwork,2023-06-10 07:18:23,false,"Tranquility","--","--","00:11:03","76","90","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","106","0.0","4","4","5","7","23","30","27","54","00:00:00","00:11:03","--","--"
Breathwork,2023-06-09 20:37:58,false,"Tranquility","--","--","00:11:03","83","96","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","106","0.0","4","3","4","9","62","71","59","75","00:00:00","00:11:03","--","--"
Running,2023-06-09 07:46:39,false,"Denton County Running","3.47","529","00:55:37","126","163","--","121","220","16:02","9:25","43","85","0.83","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:55.74","4","0.0","--","--","--","--","--","--","--","--","00:53:54","00:55:37","524","582"
Cardio,2023-06-08 11:16:13,false,"Cardio","0.00","259","00:41:15","114","150","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","41:15.17","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:41:15","550","550"
